1, 100, HOT010, 2019-02-04 11:18:37.520000
2, 100, CLD005, 2019-02-04 11:18:37.520000
3, 100, HOT001, 2019-02-04 11:18:37.520000
4, 100, FOD009, 2019-02-04 11:18:37.520000
5, 100, CLD008, 2019-02-04 11:18:37.520000
6, 101, FOD001, 2019-02-04 11:23:37.520000
7, 102, FOD007, 2019-02-04 11:28:37.520000
8, 103, HOT010, 2019-02-04 11:33:37.520000
9, 103, HOT010, 2019-02-04 11:33:37.520000
10, 103, HOT010, 2019-02-04 11:33:37.520000
11, 103, HOT009, 2019-02-04 11:33:37.520000
12, 103, DES006, 2019-02-04 11:33:37.520000
13, 103, FOD002, 2019-02-04 11:33:37.520000
14, 104, FOD007, 2019-02-04 11:38:37.520000
15, 104, DES002, 2019-02-04 11:38:37.520000
16, 104, HOT010, 2019-02-04 11:38:37.520000
17, 105, FOD002, 2019-02-04 11:43:37.520000
18, 105, CLD004, 2019-02-04 11:43:37.520000
19, 105, FOD005, 2019-02-04 11:43:37.520000
20, 105, CLD010, 2019-02-04 11:43:37.520000
21, 106, CLD005, 2019-02-04 11:48:37.520000
22, 107, CLD010, 2019-02-04 11:53:37.520000
23, 108, FOD005, 2019-02-04 11:58:37.520000
24, 108, DES007, 2019-02-04 11:58:37.520000
25, 108, DES009, 2019-02-04 11:58:37.520000
26, 108, FOD004, 2019-02-04 11:58:37.520000
27, 108, FOD010, 2019-02-04 11:58:37.520000
28, 109, CLD009, 2019-02-04 12:03:37.520000
29, 109, DES009, 2019-02-04 12:03:37.520000
30, 109, CLD002, 2019-02-04 12:03:37.520000
31, 110, FOD009, 2019-02-04 12:08:37.520000
32, 110, FOD009, 2019-02-04 12:08:37.520000
33, 110, FOD006, 2019-02-04 12:08:37.520000
34, 111, CLD006, 2019-02-04 12:13:37.520000
35, 111, CLD001, 2019-02-04 12:13:37.520000
36, 111, HOT002, 2019-02-04 12:13:37.520000
37, 111, CLD010, 2019-02-04 12:13:37.520000
38, 111, FOD010, 2019-02-04 12:13:37.520000
39, 112, FOD002, 2019-02-04 12:18:37.520000
40, 113, CLD007, 2019-02-04 12:23:37.520000
41, 113, CLD008, 2019-02-04 12:23:37.520000
42, 113, HOT005, 2019-02-04 12:23:37.520000
43, 113, DES002, 2019-02-04 12:23:37.520000
44, 113, FOD002, 2019-02-04 12:23:37.520000
45, 113, FOD001, 2019-02-04 12:23:37.520000
46, 114, FOD001, 2019-02-04 12:28:37.520000
47, 114, FOD006, 2019-02-04 12:28:37.520000
48, 114, HOT007, 2019-02-04 12:28:37.520000
49, 115, HOT004, 2019-02-04 12:33:37.520000
50, 115, FOD008, 2019-02-04 12:33:37.520000
51, 115, HOT003, 2019-02-04 12:33:37.520000
52, 115, DES002, 2019-02-04 12:33:37.520000
53, 115, DES002, 2019-02-04 12:33:37.520000
54, 116, DES009, 2019-02-04 12:38:37.520000
55, 116, FOD005, 2019-02-04 12:38:37.520000
56, 116, CLD009, 2019-02-04 12:38:37.520000
57, 117, CLD005, 2019-02-04 12:43:37.520000
58, 117, FOD003, 2019-02-04 12:43:37.520000
59, 117, FOD002, 2019-02-04 12:43:37.520000
60, 117, FOD010, 2019-02-04 12:43:37.520000
61, 117, FOD007, 2019-02-04 12:43:37.520000
62, 117, DES009, 2019-02-04 12:43:37.520000
63, 118, FOD009, 2019-02-04 12:48:37.520000
64, 118, FOD007, 2019-02-04 12:48:37.520000
65, 119, FOD010, 2019-02-04 12:53:37.520000
66, 119, DES001, 2019-02-04 12:53:37.520000
67, 119, DES004, 2019-02-04 12:53:37.520000
68, 119, CLD004, 2019-02-04 12:53:37.520000
69, 119, DES004, 2019-02-04 12:53:37.520000
70, 120, CLD005, 2019-02-04 12:58:37.520000
71, 121, CLD001, 2019-02-04 13:03:37.520000
72, 122, CLD007, 2019-02-04 13:08:37.520000
73, 123, CLD004, 2019-02-04 13:13:37.520000
74, 123, CLD003, 2019-02-04 13:13:37.520000
75, 123, CLD004, 2019-02-04 13:13:37.520000
76, 124, FOD001, 2019-02-04 13:18:37.520000
77, 124, DES007, 2019-02-04 13:18:37.520000
78, 124, FOD003, 2019-02-04 13:18:37.520000
79, 125, HOT005, 2019-02-04 13:23:37.520000
80, 125, HOT004, 2019-02-04 13:23:37.520000
81, 125, CLD009, 2019-02-04 13:23:37.520000
82, 126, HOT005, 2019-02-04 13:28:37.520000
83, 126, HOT004, 2019-02-04 13:28:37.520000
84, 126, FOD009, 2019-02-04 13:28:37.520000
85, 126, CLD001, 2019-02-04 13:28:37.520000
86, 126, DES004, 2019-02-04 13:28:37.520000
87, 126, DES004, 2019-02-04 13:28:37.520000
88, 127, HOT008, 2019-02-04 13:33:37.520000
89, 127, DES003, 2019-02-04 13:33:37.520000
90, 127, DES001, 2019-02-04 13:33:37.520000
91, 128, DES005, 2019-02-04 13:38:37.520000
92, 129, FOD001, 2019-02-04 13:43:37.520000
93, 129, FOD001, 2019-02-04 13:43:37.520000
94, 129, DES010, 2019-02-04 13:43:37.520000
95, 129, CLD009, 2019-02-04 13:43:37.520000
96, 129, FOD003, 2019-02-04 13:43:37.520000
97, 130, HOT004, 2019-02-17 18:19:45.982
98, 131, HOT006, 2019-02-17 18:23:16.628
99, 132, HOT007, 2019-02-17 18:24:10.193
100, 133, HOT006, 2019-02-17 18:25:42.601
101, 133, HOT006, 2019-02-17 18:25:42.601
102, 134, HOT007, 2019-02-17 18:26:35.312
103, 134, HOT007, 2019-02-17 18:26:35.312
104, 134, HOT008, 2019-02-17 18:26:35.312
105, 134, HOT008, 2019-02-17 18:26:35.312
106, 135, HOT003, 2019-02-17 18:47:03.781
107, 135, HOT003, 2019-02-17 18:47:03.781
108, 136, HOT005, 2019-02-17 18:49:21.922
109, 136, HOT005, 2019-02-17 18:49:21.922
110, 137, HOT005, 2019-02-17 19:01:20.459
111, 137, HOT005, 2019-02-17 19:01:20.459
112, 137, HOT006, 2019-02-17 19:01:20.459
113, 137, HOT006, 2019-02-17 19:01:20.459
114, 138, HOT005, 2019-02-17 19:01:26.375
115, 138, HOT005, 2019-02-17 19:01:26.375
116, 138, HOT006, 2019-02-17 19:01:26.375
117, 138, HOT006, 2019-02-17 19:01:26.375
118, 139, HOT005, 2019-02-17 19:03:01.875
119, 139, HOT005, 2019-02-17 19:03:01.875
120, 139, HOT006, 2019-02-17 19:03:01.875
121, 139, HOT006, 2019-02-17 19:03:01.875
